fact_check_id,post_id,claim_lang,ocr_lang,pair_lang
68218,14625,,,"(None, nan)"
68222,21886,,,"(None, nan)"
68223,21886,,,"(None, nan)"
68254,6785,,,"(None, None)"
68254,21304,,,"(None, None)"
68301,1604,,"[('deu', 0.9730646014213562)]","(None, [('deu', 0.9730646014213562)])"
68301,21102,,"[('deu', 0.9811689257621765)]","(None, [('deu', 0.9811689257621765)])"
68316,5139,,,"(None, nan)"
68322,15956,,,"(None, nan)"
68337,11975,,"[('eng', 0.993584156036377)]","(None, [('eng', 0.993584156036377)])"
68349,25533,,,"(None, nan)"
68393,12549,,,"(None, None)"
68418,24411,,,"(None, None)"
68430,284,,"[('eng', 0.8932774066925049)]","(None, [('eng', 0.8932774066925049)])"
68430,21370,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
68430,25921,,,"(None, nan)"
68451,3973,,"[('hin', 1.0)]","(None, [('hin', 1.0)])"
68454,19290,,,"(None, nan)"
68471,6525,,,"(None, None)"
68491,19373,,,"(None, nan)"
68491,27666,,,"(None, None)"
68497,24200,,"[('eng', 0.7751355171203613)]","(None, [('eng', 0.7751355171203613)])"
68498,16922,,,"(None, nan)"
68498,16923,,,"(None, nan)"
68512,4672,,,"(None, nan)"
68517,19793,,,"(None, None)"
68525,4671,,,"(None, nan)"
68528,23879,,"[('eng', 0.7270491719245911)]","(None, [('eng', 0.7270491719245911)])"
68529,19272,,,"(None, nan)"
68530,2611,,"[('sin', 0.6930771470069885)]","(None, [('sin', 0.6930771470069885)])"
68530,2612,,"[('sin', 0.8004622459411621), ('la', 0.1006205826997757)]","(None, [('sin', 0.8004622459411621), ('la', 0.1006205826997757)])"
68530,2613,,"[('sin', 0.8850318789482117)]","(None, [('sin', 0.8850318789482117)])"
68530,4011,,"[('sin', 0.7207064032554626)]","(None, [('sin', 0.7207064032554626)])"
68561,7602,,,"(None, None)"
68575,19570,,,"(None, None)"
68575,21574,,,"(None, nan)"
68579,19633,,,"(None, None)"
68587,1893,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
68587,18079,,,"(None, None)"
68595,11152,,,"(None, None)"
68607,3013,,"[('eng', 0.5155527591705322), ('hin', 0.46792736649513245)]","(None, [('eng', 0.5155527591705322), ('hin', 0.46792736649513245)])"
68609,23228,,"[('eng', 0.7350775599479675), ('cat', 0.214718759059906)]","(None, [('eng', 0.7350775599479675), ('cat', 0.214718759059906)])"
68609,25533,,,"(None, nan)"
68617,15985,,,"(None, nan)"
68623,6506,,,"(None, None)"
68626,19319,,,"(None, nan)"
68637,11290,,,"(None, None)"
68639,11810,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
68659,4697,,,"(None, nan)"
68667,24253,,,"(None, None)"
68674,5814,,,"(None, nan)"
68674,18016,,"[('eng', 0.5349668860435486), ('deu', 0.34376850724220276), ('sv', 0.12126462161540985)]","(None, [('eng', 0.5349668860435486), ('deu', 0.34376850724220276), ('sv', 0.12126462161540985)])"
68679,16081,,,"(None, nan)"
68687,8095,,"[('eng', 0.7845986485481262), ('eu', 0.12036656588315964), ('mg', 0.09503480792045593)]","(None, [('eng', 0.7845986485481262), ('eu', 0.12036656588315964), ('mg', 0.09503480792045593)])"
68687,11645,,"[('eng', 0.5304535627365112), ('ilo', 0.1942821592092514), ('sw', 0.11385929584503174), ('su', 0.09401576220989227), ('fra', 0.022410087287425995)]","(None, [('eng', 0.5304535627365112), ('ilo', 0.1942821592092514), ('sw', 0.11385929584503174), ('su', 0.09401576220989227), ('fra', 0.022410087287425995)])"
68687,19399,,,"(None, nan)"
68689,5250,,,"(None, nan)"
68693,6925,,,"(None, None)"
68698,24262,,"[('deu', 0.4061189293861389), ('eng', 0.1847597062587738)]","(None, [('deu', 0.4061189293861389), ('eng', 0.1847597062587738)])"
68704,21231,,,"(None, None)"
68708,14430,,,"(None, nan)"
68709,9103,,,"(None, None)"
68709,23377,,"[('eng', 0.8790247440338135), ('msa', 0.11240069568157196)]","(None, [('eng', 0.8790247440338135), ('msa', 0.11240069568157196)])"
68710,19651,,,"(None, None)"
68733,3544,,"[('hin', 0.9180939793586731)]","(None, [('hin', 0.9180939793586731)])"
68733,5473,,,"(None, nan)"
68740,7815,,"[('eng', 0.623646080493927), ('ceb', 0.07423247396945953)]","(None, [('eng', 0.623646080493927), ('ceb', 0.07423247396945953)])"
68740,7816,,"[('eng', 0.6237526535987854), ('ceb', 0.07445842027664185)]","(None, [('eng', 0.6237526535987854), ('ceb', 0.07445842027664185)])"
68767,4305,,,"(None, nan)"
68767,23637,,,"(None, None)"
68797,17596,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
68798,24559,,"[('sin', 0.9513238072395325)]","(None, [('sin', 0.9513238072395325)])"
68801,26877,,,"(None, None)"
68802,7323,,,"(None, None)"
68806,26103,,,"(None, nan)"
68809,24187,,,"(None, None)"
68813,8668,,"[('eng', 0.43751418590545654)]","(None, [('eng', 0.43751418590545654)])"
68813,15956,,,"(None, nan)"
68820,24068,,,"(None, None)"
68832,8439,,"[('eng', 0.7621130347251892), ('deu', 0.1983388513326645), ('haw', 0.03954813629388809)]","(None, [('eng', 0.7621130347251892), ('deu', 0.1983388513326645), ('haw', 0.03954813629388809)])"
68835,19233,,,"(None, nan)"
68835,19234,,,"(None, nan)"
68835,19235,,,"(None, nan)"
68850,3893,,,"(None, None)"
68850,3894,,,"(None, None)"
68850,3895,,,"(None, None)"
68850,3896,,,"(None, None)"
68850,23134,,,"(None, None)"
68851,10902,,"[('sin', 0.9902247190475464)]","(None, [('sin', 0.9902247190475464)])"
68851,24578,,,"(None, nan)"
68851,24579,,,"(None, nan)"
68851,24700,,,"(None, nan)"
68869,2581,,"[('sin', 0.8470384478569031)]","(None, [('sin', 0.8470384478569031)])"
68873,1054,,"[('eng', 0.9569438695907593)]","(None, [('eng', 0.9569438695907593)])"
68873,17057,,,"(None, nan)"
68873,17058,,,"(None, nan)"
68873,21266,,,"(None, None)"
68873,25647,,,"(None, nan)"
68873,27198,,,"(None, None)"
68875,5381,,,"(None, nan)"
68895,24094,,"[('hin', 0.7576919198036194)]","(None, [('hin', 0.7576919198036194)])"
68895,24095,,"[('hin', 0.8881161212921143)]","(None, [('hin', 0.8881161212921143)])"
68899,742,,"[('eng', 0.9102217555046082)]","(None, [('eng', 0.9102217555046082)])"
68899,5046,,,"(None, nan)"
68899,15237,,,"(None, nan)"
68903,12643,,,"(None, None)"
68904,12294,,,"(None, None)"
68905,19547,,"[('msa', 0.06544244289398193)]","(None, [('msa', 0.06544244289398193)])"
68906,19526,,,"(None, None)"
68917,16560,,,"(None, nan)"
68917,16561,,,"(None, nan)"
68917,16866,,,"(None, nan)"
68928,14300,,,"(None, None)"
68928,17004,,,"(None, nan)"
68937,24860,,,"(None, nan)"
68950,16562,,,"(None, nan)"
68950,24862,,,"(None, nan)"
68955,24832,,,"(None, nan)"
68955,24833,,,"(None, nan)"
68964,26694,,"[('kor', 0.9119465351104736)]","(None, [('kor', 0.9119465351104736)])"
68965,1497,,"[('sin', 0.9948254227638245)]","(None, [('sin', 0.9948254227638245)])"
68965,2748,,"[('sin', 0.9956824779510498)]","(None, [('sin', 0.9956824779510498)])"
68966,1341,,"[('sin', 0.7000482082366943), ('jv', 0.25151318311691284), ('eng', 0.04843859001994133)]","(None, [('sin', 0.7000482082366943), ('jv', 0.25151318311691284), ('eng', 0.04843859001994133)])"
68967,24761,,,"(None, nan)"
68968,24646,,,"(None, nan)"
68968,24647,,,"(None, nan)"
68968,24648,,,"(None, nan)"
68969,16583,,,"(None, nan)"
68969,27692,,,"(None, None)"
68971,2235,,"[('sin', 0.5805684924125671), ('eng', 0.30085936188697815), ('spa', 0.046787332743406296), ('fil', 0.008184581063687801)]","(None, [('sin', 0.5805684924125671), ('eng', 0.30085936188697815), ('spa', 0.046787332743406296), ('fil', 0.008184581063687801)])"
68971,24537,,,"(None, None)"
68971,24713,,,"(None, nan)"
68984,26503,,,"(None, nan)"
68998,20169,,,"(None, None)"
69001,1121,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69002,22111,,,"(None, nan)"
69002,24458,,,"(None, None)"
69006,18682,,,"(None, nan)"
69006,21371,,,"(None, None)"
69011,7966,,,"(None, None)"
69011,8669,,,"(None, None)"
69016,11398,,,"(None, None)"
69016,16080,,,"(None, nan)"
69016,19939,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69020,24970,,,"(None, nan)"
69023,25370,,,"(None, nan)"
69030,25044,,,"(None, nan)"
69031,12601,,"[('eng', 0.6677011251449585)]","(None, [('eng', 0.6677011251449585)])"
69032,24752,,,"(None, nan)"
69035,4968,,,"(None, nan)"
69039,21796,,,"(None, nan)"
69045,27688,,,"(None, None)"
69060,24783,,,"(None, nan)"
69060,24880,,,"(None, nan)"
69060,24881,,,"(None, nan)"
69061,15121,,,"(None, nan)"
69078,25384,,,"(None, nan)"
69078,25415,,,"(None, nan)"
69080,25495,,,"(None, nan)"
69085,3050,,,"(None, None)"
69087,4013,,,"(None, None)"
69087,11162,,,"(None, None)"
69104,12014,,,"(None, None)"
69104,20782,,"[('eng', 0.978283703327179)]","(None, [('eng', 0.978283703327179)])"
69104,21368,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69120,20444,,"[('urd', 0.7115941047668457), ('eng', 0.06324303150177002), ('sd', 0.059251245111227036), ('fas', 0.05069321021437645), ('fil', 0.034647271037101746)]","(None, [('urd', 0.7115941047668457), ('eng', 0.06324303150177002), ('sd', 0.059251245111227036), ('fas', 0.05069321021437645), ('fil', 0.034647271037101746)])"
69120,23085,,"[('urd', 0.7877069711685181), ('eng', 0.06637956947088242), ('fil', 0.03611785173416138), ('ara', 0.032749101519584656)]","(None, [('urd', 0.7877069711685181), ('eng', 0.06637956947088242), ('fil', 0.03611785173416138), ('ara', 0.032749101519584656)])"
69120,23767,,"[('urd', 0.6633765697479248), ('fas', 0.1051827147603035), ('eng', 0.0590062253177166), ('en-Arab', 0.035809941589832306), ('fil', 0.031716488301754), ('sd', 0.010208887048065662)]","(None, [('urd', 0.6633765697479248), ('fas', 0.1051827147603035), ('eng', 0.0590062253177166), ('en-Arab', 0.035809941589832306), ('fil', 0.031716488301754), ('sd', 0.010208887048065662)])"
69120,25578,,,"(None, nan)"
69124,1987,,"[('eng', 0.870876669883728), ('lb', 0.025151865556836128), ('pol', 0.01335218921303749), ('ceb', 0.009739589877426624), ('por', 0.008629540912806988), ('ita', 0.008487118408083916), ('cy', 0.005065498407930136), ('dan', 0.004763760603964329), ('deu', 0.004697706084698439), ('cat', 0.00457426905632019), ('sv', 0.003955186810344458)]","(None, [('eng', 0.870876669883728), ('lb', 0.025151865556836128), ('pol', 0.01335218921303749), ('ceb', 0.009739589877426624), ('por', 0.008629540912806988), ('ita', 0.008487118408083916), ('cy', 0.005065498407930136), ('dan', 0.004763760603964329), ('deu', 0.004697706084698439), ('cat', 0.00457426905632019), ('sv', 0.003955186810344458)])"
69124,1991,,"[('eng', 0.9416451454162598), ('deu', 0.008136284537613392), ('ceb', 0.005340586882084608), ('ron', 0.00530340988188982), ('por', 0.0039351992309093475), ('spa', 0.002801699796691537), ('uz', 0.0027314492035657167), ('msa', 0.0024167343508452177)]","(None, [('eng', 0.9416451454162598), ('deu', 0.008136284537613392), ('ceb', 0.005340586882084608), ('ron', 0.00530340988188982), ('por', 0.0039351992309093475), ('spa', 0.002801699796691537), ('uz', 0.0027314492035657167), ('msa', 0.0024167343508452177)])"
69125,11608,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69125,17538,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69132,24707,,,"(None, nan)"
69132,24708,,,"(None, nan)"
69132,24709,,,"(None, nan)"
69133,19513,,,"(None, None)"
69133,19632,,,"(None, None)"
69133,21228,,,"(None, None)"
69135,2593,,"[('eng', 0.6540579199790955), ('sin', 0.21247214078903198), ('tur', 0.014854739420115948)]","(None, [('eng', 0.6540579199790955), ('sin', 0.21247214078903198), ('tur', 0.014854739420115948)])"
69135,2594,,"[('sin', 0.46870091557502747), ('eng', 0.4434179663658142), ('co', 0.024288436397910118), ('et', 0.012608082965016365)]","(None, [('sin', 0.46870091557502747), ('eng', 0.4434179663658142), ('co', 0.024288436397910118), ('et', 0.012608082965016365)])"
69135,2595,,"[('eng', 0.5834595561027527), ('sin', 0.36153432726860046)]","(None, [('eng', 0.5834595561027527), ('sin', 0.36153432726860046)])"
69138,3331,,"[('zho', 0.9632713198661804)]","(None, [('zho', 0.9632713198661804)])"
69145,2234,,"[('eng', 0.9852538704872131)]","(None, [('eng', 0.9852538704872131)])"
69146,2605,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
69146,24751,,,"(None, nan)"
69149,2069,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69149,16494,,,"(None, nan)"
69157,24670,,,"(None, nan)"
69159,16572,,,"(None, nan)"
69160,4008,,"[('sin', 0.9505897164344788)]","(None, [('sin', 0.9505897164344788)])"
69160,4009,,"[('sin', 0.9681175351142883)]","(None, [('sin', 0.9681175351142883)])"
69160,22129,,,"(None, nan)"
69160,24728,,,"(None, nan)"
69160,24740,,,"(None, nan)"
69161,23942,,"[('hin', 0.8680751919746399), ('eng', 0.08376545459032059)]","(None, [('hin', 0.8680751919746399), ('eng', 0.08376545459032059)])"
69163,2080,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69163,26535,,,"(None, nan)"
69163,27615,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69166,2121,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69166,17746,,"[('eng', 0.9804999828338623)]","(None, [('eng', 0.9804999828338623)])"
69167,8948,,"[('eng', 0.7559537887573242), ('fra', 0.17750532925128937)]","(None, [('eng', 0.7559537887573242), ('fra', 0.17750532925128937)])"
69167,9461,,,"(None, None)"
69167,18092,,,"(None, None)"
69167,20400,,"[('eng', 0.9446456432342529)]","(None, [('eng', 0.9446456432342529)])"
69167,22494,,,"(None, nan)"
69168,24733,,,"(None, nan)"
69169,1960,,"[('sin', 0.5382052063941956), ('eng', 0.24475887417793274)]","(None, [('sin', 0.5382052063941956), ('eng', 0.24475887417793274)])"
69177,2570,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
69177,24835,,,"(None, nan)"
69179,24690,,,"(None, nan)"
69179,24798,,,"(None, nan)"
69181,10401,,,"(None, None)"
69181,18175,,"[('fra', 0.6695631146430969), ('eng', 0.2999121844768524)]","(None, [('fra', 0.6695631146430969), ('eng', 0.2999121844768524)])"
69183,24591,,,"(None, nan)"
69188,5379,,,"(None, nan)"
69188,10275,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69192,2597,,"[('sin', 0.732645571231842), ('eng', 0.23965710401535034)]","(None, [('sin', 0.732645571231842), ('eng', 0.23965710401535034)])"
69192,24826,,,"(None, nan)"
69196,13844,,,"(None, None)"
69200,403,,"[('sin', 0.891700029373169), ('eng', 0.03371075168251991)]","(None, [('sin', 0.891700029373169), ('eng', 0.03371075168251991)])"
69200,404,,"[('sin', 0.9506418704986572), ('eng', 0.035952258855104446)]","(None, [('sin', 0.9506418704986572), ('eng', 0.035952258855104446)])"
69200,24582,,,"(None, nan)"
69204,19180,,,"(None, nan)"
69205,19494,,,"(None, None)"
69210,23851,,,"(None, None)"
69211,24560,,,"(None, None)"
69211,24585,,,"(None, nan)"
69211,24686,,,"(None, nan)"
69213,4007,,"[('eng', 0.3101004958152771), ('sm', 0.08511289209127426), ('zu', 0.051291875541210175), ('sin', 0.036012351512908936), ('ita', 0.0181613527238369), ('ron', 0.014594647102057934), ('nor', 0.00869644433259964), ('sn', 0.006002884358167648), ('ny', 0.0016881941119208932)]","(None, [('eng', 0.3101004958152771), ('sm', 0.08511289209127426), ('zu', 0.051291875541210175), ('sin', 0.036012351512908936), ('ita', 0.0181613527238369), ('ron', 0.014594647102057934), ('nor', 0.00869644433259964), ('sn', 0.006002884358167648), ('ny', 0.0016881941119208932)])"
69213,24642,,,"(None, nan)"
69213,24871,,,"(None, nan)"
69213,24892,,,"(None, nan)"
69214,19450,,,"(None, None)"
69222,3767,,,"(None, None)"
69222,19567,,,"(None, None)"
69223,2068,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69223,7053,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69223,10921,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69223,11616,,"[('eng', 0.9860135912895203)]","(None, [('eng', 0.9860135912895203)])"
69223,28000,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69228,16041,,,"(None, nan)"
69228,24778,,,"(None, nan)"
69229,8674,,,"(None, None)"
69229,15145,,,"(None, nan)"
69245,16571,,,"(None, nan)"
69246,6531,,,"(None, None)"
69246,6532,,,"(None, None)"
69246,6962,,,"(None, None)"
69246,12402,,,"(None, None)"
69247,12396,,,"(None, None)"
69252,10480,,,"(None, None)"
69259,1589,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
69259,2384,,"[('sin', 0.9943150877952576)]","(None, [('sin', 0.9943150877952576)])"
69259,2630,,"[('sin', 0.9918036460876465)]","(None, [('sin', 0.9918036460876465)])"
69259,2631,,"[('sin', 0.9862809181213379)]","(None, [('sin', 0.9862809181213379)])"
69262,23223,,,"(None, None)"
69262,25574,,,"(None, nan)"
69264,24742,,,"(None, nan)"
69268,7073,,,"(None, None)"
69275,1276,,"[('sin', 0.7943771481513977), ('co', 0.060178160667419434)]","(None, [('sin', 0.7943771481513977), ('co', 0.060178160667419434)])"
69276,19433,,,"(None, nan)"
69277,2606,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
69282,24666,,,"(None, nan)"
69282,24726,,,"(None, nan)"
69293,18535,,,"(None, nan)"
69293,18536,,,"(None, nan)"
69293,18537,,,"(None, nan)"
69293,25498,,,"(None, nan)"
69295,19445,,,"(None, nan)"
69301,2071,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69302,19400,,,"(None, nan)"
69304,23183,,,"(None, None)"
69304,23755,,,"(None, None)"
69304,23756,,,"(None, None)"
69316,2081,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69319,25473,,,"(None, nan)"
69332,24127,,,"(None, None)"
69334,19396,,,"(None, nan)"
69340,7278,,,"(None, None)"
69340,26062,,,"(None, nan)"
69340,26446,,,"(None, nan)"
69349,19030,,,"(None, nan)"
69360,11903,,"[('eng', 0.5245999693870544), ('por', 0.43986591696739197), ('fil', 0.035534098744392395)]","(None, [('eng', 0.5245999693870544), ('por', 0.43986591696739197), ('fil', 0.035534098744392395)])"
69361,11687,,"[('eng', 0.9207135438919067), ('fil', 0.07928643375635147)]","(None, [('eng', 0.9207135438919067), ('fil', 0.07928643375635147)])"
69361,11903,,"[('eng', 0.5245999693870544), ('por', 0.43986591696739197), ('fil', 0.035534098744392395)]","(None, [('eng', 0.5245999693870544), ('por', 0.43986591696739197), ('fil', 0.035534098744392395)])"
69402,16285,,,"(None, nan)"
69405,17543,,,"(None, None)"
69405,17544,,,"(None, None)"
69406,6109,,,"(None, nan)"
69412,1350,,"[('por', 1.0)]","(None, [('por', 1.0)])"
69413,20218,,,"(None, None)"
69416,14124,,,"(None, None)"
69416,14455,,,"(None, nan)"
69419,1576,,"[('por', 1.0)]","(None, [('por', 1.0)])"
69419,8866,,"[('por', 1.0)]","(None, [('por', 1.0)])"
69420,2911,,,"(None, None)"
69421,6826,,,"(None, None)"
69427,15086,,,"(None, nan)"
69464,22385,,,"(None, nan)"
69475,20033,,,"(None, None)"
69476,15715,,,"(None, nan)"
69497,9638,,"[('spa', 0.8586684465408325), ('sqi', 0.10609877109527588)]","(None, [('spa', 0.8586684465408325), ('sqi', 0.10609877109527588)])"
69504,6159,,,"(None, None)"
69508,17297,,,"(None, nan)"
69508,22194,,,"(None, nan)"
69509,6173,,"[('spa', 0.49149635434150696), ('eng', 0.3195442855358124)]","(None, [('spa', 0.49149635434150696), ('eng', 0.3195442855358124)])"
69509,27360,,"[('spa', 0.49619466066360474), ('eng', 0.31546831130981445)]","(None, [('spa', 0.49619466066360474), ('eng', 0.31546831130981445)])"
69511,10709,,,"(None, None)"
69511,12455,,,"(None, None)"
69511,15210,,,"(None, nan)"
69513,6256,,,"(None, None)"
69513,16511,,,"(None, nan)"
69514,9170,,"[('spa', 0.5810782313346863), ('cat', 0.09946715086698532), ('por', 0.0949535146355629), ('eng', 0.08764483034610748), ('dan', 0.0296230036765337), ('sv', 0.008716300129890442)]","(None, [('spa', 0.5810782313346863), ('cat', 0.09946715086698532), ('por', 0.0949535146355629), ('eng', 0.08764483034610748), ('dan', 0.0296230036765337), ('sv', 0.008716300129890442)])"
69514,20272,,"[('spa', 0.6266948580741882), ('cat', 0.1431751698255539), ('por', 0.07340981811285019), ('eng', 0.04511822387576103), ('sv', 0.015446186065673828), ('dan', 0.011301795952022076)]","(None, [('spa', 0.6266948580741882), ('cat', 0.1431751698255539), ('por', 0.07340981811285019), ('eng', 0.04511822387576103), ('sv', 0.015446186065673828), ('dan', 0.011301795952022076)])"
69514,22380,,,"(None, nan)"
69522,3796,,,"(None, None)"
69528,11431,,"[('jv', 0.5895178914070129)]","(None, [('jv', 0.5895178914070129)])"
69530,15472,,,"(None, nan)"
69563,1395,,"[('por', 0.4230705797672272), ('eng', 0.3328790068626404)]","(None, [('por', 0.4230705797672272), ('eng', 0.3328790068626404)])"
69563,14964,,,"(None, nan)"
69584,23905,,,"(None, None)"
69588,16436,,,"(None, nan)"
69588,16437,,,"(None, nan)"
69611,11653,,,"(None, None)"
69612,5016,,,"(None, nan)"
69621,3977,,,"(None, None)"
69623,5321,,,"(None, nan)"
69629,4063,,"[('eng', 0.9288415312767029), ('ara', 0.039623942226171494)]","(None, [('eng', 0.9288415312767029), ('ara', 0.039623942226171494)])"
69629,12064,,"[('eng', 0.9218926429748535), ('ara', 0.04642466828227043)]","(None, [('eng', 0.9218926429748535), ('ara', 0.04642466828227043)])"
69629,13103,,"[('eng', 0.9284349083900452), ('ara', 0.0397382415831089)]","(None, [('eng', 0.9284349083900452), ('ara', 0.0397382415831089)])"
69629,13104,,"[('eng', 0.924401044845581), ('ara', 0.04385831579566002)]","(None, [('eng', 0.924401044845581), ('ara', 0.04385831579566002)])"
69629,13105,,"[('eng', 0.9234844446182251), ('ara', 0.04495719075202942)]","(None, [('eng', 0.9234844446182251), ('ara', 0.04495719075202942)])"
69629,19282,,,"(None, nan)"
69629,25583,,,"(None, nan)"
69629,26156,,,"(None, nan)"
69635,19724,,"[('eng', 0.4570200741291046), ('cat', 0.1957743763923645), ('cy', 0.06465589255094528), ('msa', 0.06127090007066727), ('sqi', 0.057452861219644547)]","(None, [('eng', 0.4570200741291046), ('cat', 0.1957743763923645), ('cy', 0.06465589255094528), ('msa', 0.06127090007066727), ('sqi', 0.057452861219644547)])"
69645,6968,,,"(None, None)"
69645,25469,,,"(None, nan)"
69660,17960,,"[('eng', 0.488010048866272), ('ceb', 0.26197293400764465), ('fil', 0.25001704692840576)]","(None, [('eng', 0.488010048866272), ('ceb', 0.26197293400764465), ('fil', 0.25001704692840576)])"
69661,23995,,,"(None, None)"
69665,27296,,,"(None, None)"
69667,16629,,,"(None, nan)"
69668,12677,,,"(None, None)"
69680,10235,,,"(None, None)"
69692,25325,,,"(None, nan)"
69710,25461,,,"(None, nan)"
69713,24346,,,"(None, None)"
69718,4001,,,"(None, None)"
69718,14757,,,"(None, nan)"
69718,24719,,,"(None, nan)"
69718,24841,,,"(None, nan)"
69718,24842,,,"(None, nan)"
69719,24710,,,"(None, nan)"
69719,24731,,,"(None, nan)"
69719,24732,,,"(None, nan)"
69724,27743,,,"(None, None)"
69725,7073,,,"(None, None)"
69735,4002,,,"(None, None)"
69737,24707,,,"(None, nan)"
69737,24708,,,"(None, nan)"
69737,24709,,,"(None, nan)"
69749,12061,,,"(None, None)"
69752,24494,,,"(None, None)"
69757,12060,,,"(None, None)"
69761,5255,,,"(None, nan)"
69761,21247,,,"(None, None)"
69764,6538,,,"(None, None)"
69767,13442,,"[('eng', 0.6208787560462952), ('sm', 0.14514963328838348)]","(None, [('eng', 0.6208787560462952), ('sm', 0.14514963328838348)])"
69769,27968,,,"(None, None)"
69770,1026,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69770,9757,,"[('eng', 0.4370293617248535), ('lg', 0.3971530795097351), ('mg', 0.16581755876541138)]","(None, [('eng', 0.4370293617248535), ('lg', 0.3971530795097351), ('mg', 0.16581755876541138)])"
69770,10527,,,"(None, None)"
69781,25371,,,"(None, nan)"
69791,11226,,,"(None, None)"
69801,5921,,,"(None, nan)"
69801,10320,,"[('eng', 0.929008960723877), ('fra', 0.006756395101547241), ('fy', 0.00668132770806551), ('spa', 0.0054174079559743404), ('ita', 0.0047283167950809), ('ron', 0.003953868057578802), ('hbs', 0.0031515315640717745)]","(None, [('eng', 0.929008960723877), ('fra', 0.006756395101547241), ('fy', 0.00668132770806551), ('spa', 0.0054174079559743404), ('ita', 0.0047283167950809), ('ron', 0.003953868057578802), ('hbs', 0.0031515315640717745)])"
69804,1028,,"[('eng', 0.9053754806518555), ('ita', 0.09462454169988632)]","(None, [('eng', 0.9053754806518555), ('ita', 0.09462454169988632)])"
69804,27610,,"[('eng', 0.9115372896194458), ('ita', 0.08846268802881241)]","(None, [('eng', 0.9115372896194458), ('ita', 0.08846268802881241)])"
69807,24837,,,"(None, nan)"
69807,24838,,,"(None, nan)"
69809,4301,,,"(None, nan)"
69813,7819,,,"(None, None)"
69813,8285,,,"(None, None)"
69815,12131,,,"(None, None)"
69817,24557,,,"(None, None)"
69817,24716,,,"(None, nan)"
69817,24717,,,"(None, nan)"
69818,5828,,,"(None, nan)"
69819,12297,,,"(None, None)"
69822,1028,,"[('eng', 0.9053754806518555), ('ita', 0.09462454169988632)]","(None, [('eng', 0.9053754806518555), ('ita', 0.09462454169988632)])"
69823,6692,,"[('eng', 0.9254980087280273), ('spa', 0.039157137274742126), ('fin', 0.03534487634897232)]","(None, [('eng', 0.9254980087280273), ('spa', 0.039157137274742126), ('fin', 0.03534487634897232)])"
69825,23120,,,"(None, None)"
69825,23427,,,"(None, None)"
69832,24543,,,"(None, None)"
69832,24656,,,"(None, nan)"
69833,11547,,,"(None, None)"
69837,11609,,"[('eng', 0.6768174171447754), ('por', 0.323182612657547)]","(None, [('eng', 0.6768174171447754), ('por', 0.323182612657547)])"
69837,16585,,,"(None, nan)"
69837,18629,,,"(None, nan)"
69840,5321,,,"(None, nan)"
69843,21254,,,"(None, None)"
69847,12579,,,"(None, None)"
69847,19444,,,"(None, nan)"
69850,12277,,,"(None, None)"
69850,12278,,,"(None, None)"
69851,24556,,"[('tam', 0.7513419985771179)]","(None, [('tam', 0.7513419985771179)])"
69851,24606,,,"(None, nan)"
69851,24607,,,"(None, nan)"
69860,10774,,,"(None, None)"
69860,16385,,,"(None, nan)"
69861,12552,,,"(None, None)"
69861,12553,,,"(None, None)"
69868,6221,,,"(None, None)"
69868,6550,,,"(None, None)"
69868,6929,,,"(None, None)"
69868,14550,,,"(None, nan)"
69868,14852,,,"(None, nan)"
69881,2602,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
69881,24617,,,"(None, nan)"
69881,24643,,,"(None, nan)"
69883,11500,,,"(None, None)"
69884,25478,,,"(None, nan)"
69886,24536,,"[('sin', 0.8135885000228882)]","(None, [('sin', 0.8135885000228882)])"
69886,24779,,,"(None, nan)"
69886,24802,,,"(None, nan)"
69886,24804,,,"(None, nan)"
69891,2746,,,"(None, None)"
69893,16713,,,"(None, nan)"
69893,17718,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
69893,18917,,,"(None, nan)"
69900,7819,,,"(None, None)"
